This column has important keywords, like level name, intro, deaths, end. And alt version for platforms alt-c64 alt-speccy alt-amiga alt-atari (default is CPC with no tag, alt must be after)	Comment (give about about the context of the sentence)	Original french text	Translation ENGLISH	Initial of translator	Word check. Should be less than 168	Translation SPANISH	Initial of translator	Word check. Should be less than 168	Translation ITALIAN	Initial of translator	Word check. Should be less than 168	Translation GREEK	Initial of translator	Word check. Should be less than 168	Translation GERMAN	Initial of translator	Word check. <168	Translation POLISH	Initial of translator	Word check. <168	no
		Tiens tu sais que Nure-onna ça veut dire FEMME HUMIDE ? C'est pas ce que tu penses gros pervers ! Elle vit au bord de l'eau et souvent elle noie ses victimes.	Do you know that Nure-onna\n means WET WOMAN? That’s not\n what you think, perv!\n She just lives by the water\n and often drowns her victims.	CLIVE CK	142	¿Sabes que Nure-Onna significa MUJER HÚMEDA? ¡No es lo que piensas, pervertido! Vive cerca del agua y a menudo ahoga a sus víctimas.	robcfg miguelsky	132	Sai che Nure-Onna vuol dire DONNA UMIDA? Non è quello che pensi, brutto pervertito! Vive in riva al mare e spesso affoga le sue vittime...	Mr. DVG	138	Το ξέρεις οτι Nure-onna σημαίνει υγρή γυναίκα; Όχι, ρε ανωμαλιάρη, δεν είναι αυτό που νομίζεις! Ζει κοντά στο νερό και συχνά πνίγει τα θύματά της...	msg/SK	148	Wusstest Du, dass Nure-onna NASSE FRAU bedeutet? Nass, nicht feucht, das ist nichts versautes! Sie lebt halt am Wasser und ertränkt oft ihre Opfer.	Yth	147	Czy wiesz, że Nure-onna oznacza MOKRA-KOBIETA? Nieee, to nie jest tak jak myślisz... Zboczeńcu! To dlatego, że ona mieszka nad wodą i często topi tam swoje ofiary.	PS3 SP2	163	Vel vet du Nure-onna bety WOMAN WET? Det er ikke hva du tror big pervers! Hun bor i vannet og det ofte drukner sine ofre.
		Bon mes armes sont prêtes. J'ai mon fidèle sabre qui me sera bien utile ici. De ton côté, tu es prêt pour ce combat ? Si tu as besoin VA FAIRE TON PIPI maintenant !	Well my weapons are ready. I have my faithful sword, which should come in handy. And you? Are you ready for this fight? Might be a good time for a PISS BREAK!	CLIVE CK	158	Bueno, mis armas están listas. Tengo mi fiel espada que me será muy útil aquí. Y tú, ¿estás listo para esta pelea? ¡Si necesitas HACER PIS, ahora es buen momento!	robcfg miguelsky	162	Bene, le mie armi sono pronte. Ho la mia fida spada che qui mi sarà molto utile. Tu sei pronto per la battaglia? Se hai bisogno, vai a fare LA PIPI`!	Mr. DVG	149	Λοιπόν, τα όπλα μου είναι  έτοι--μα. Έχω το πιστό μου σπαθί, που θα καθαρίσει εδώ. Όσο για σένα, είσαι έτοιμος για τη μάχη; Αν θες να ΚΑΤΟΥΡΗΣΕΙΣ, τράβα κάντο τώρα!	msg/SK	164	Gut, meine Waffen sind bereit. Ich habe mein treues Schwert, das wird mir sehr helfen. Wie sieht es bei Dir aus? Wenn Du noch PISSEN musst, dann geh jetzt!	Yth	155	Dobra, moje bronie są gotowe. Mam mój zaufany miecz, który na pewno mi się przyda. A Ty, ze swojej strony, jesteś gotowy do walki? Chcesz SIUSIU? To idz teraz!	PS2 SP	159	Vel mine våpen er klare. Jeg har mitt sverd sant at mange vil være nyttig her. På din side, er du klar for denne kampen? Hvis du trenger VA LAG DIN PEE nå!
end		Presse ACTION pour démarrer ! On va lui faire manger ses morts à cette chiure démoniaque !!!   GOOOOOOOOO	Press ACTION to get started! We’re going to make her eat her own demonic shit! GO GO GO!	CLIVE CK	88	Pulsa ACCIÓN para comenzar! ¡¡Vamos a hacerle comer su mierda demoníaca!! ¡VAMOOOOOS!	robcfg miguelsky	85	Premi AZIONE per iniziare! Gli faremo mangiare i suoi stessi morti a questa merda demoniaca!!! GOOOOOOOOO!	Mr. DVG	106	Πάτα ACTION για να ξεκινήσουμε! Θα την κάνουμε κομματάκια, τη δαιμονική κουραδογκόμενα!! ΠΑΜΕΕΕΕ	msg/SK	96	Drücke AKTION, um loszulegen! Wir werden ihr ihre eigene Dämonenscheiße zu fressen geben!\nLOS LOS LOS!	Yth	103	Naciśnij przycisk AKCJI, by zacząć! Zmusimy razem tę demo--niczną zdzirę, by zżarła wszystkie swoje utopione ofiary! NO TO DAWAJ! DO ATAKUUU!!!	PS3 SP	143	Trykk ACTION å begynne! sin død vil gjøre ham spise denne demoniske chiure !!! GOOOOOOOOO
Level91		Original french text. Uppercases words appear in Yellow in game, so keep them uppercase. 	RED = Not translated ORANGE = Translated  GREEN = Translated and verified.	add your initials in that cell		ROJO = Sin traducir ORANGE = Traducido Verde = traducido y verificado.	add your initials in that cell		ROSSO = Non tradotto ARANCIONE = Tradotto Verde = Tradotto e verificato.	add your initials in that cell		ΚΟΚΚΙΝΟ = Χωρίς μετάφραση ORANGE = Μεταφράστηκε Πράσινο = Μεταφρασμένη και επαλήθευσε.	add your initials in that cell		ROT = Nicht übersetzt ORANGE = Übersetzt Grün = übersetzt und verifiziert.	auto	74	RED = Not translated ORANGE = Translated  GREEN = Translated and verified.		74	Original fransk tekst. Uppercases OPPLYSNINGER ord i gult i spillet, så hold 'em store bokstaver. 
intro	first step of fight with the snake woman	Je m'approche de la morue, elle me demande si je la trouve belle. Je lui réponds que j'voudrais même pas de sa gueule pour me torcher le cul ! Quoi pas classe ????	I approach the bitch, and she\n asks if I find her beautiful.\n I reply that I would not even\n want her mouth to wipe my ass!\n Bad move?	CLIVE CK	138	Me acerco a la muy zorra y me pregunta si la encuentro bella. ¡Le digo que ni siquiera querría limpiarme el culo con su boca! ¿He hecho mal?	robcfg miguelsky	140	Mi avvicino allo scorfano, lei mi chiede se la trovo bella. Rispondo che non vorrei nemmeno che la sua bocca mi pulisse il culo! Dici che non ho classe???	Mr. DVG	154	Πλησιάζω το καριολάκι, με ρωτάει αν τη βρίσκω όμορφη. Της απαντάω οτι δεν έχω τη μούρη της ούτε για να σκουπίσω τον κώλο μου! Γαμάτο;	msg/SK	133	Ich nähere mich dem Fischweib. Sie fragt mich, ob ich sie schön finde. Ich antworte, dass ich sie nicht mal meinen Arsch küssen lassen würde! Ob das klug war?	Yth	158	Podchodzę do tej flądry, a ona pyta mnie czy nie uważam, że jest piękna. Odpowiadam jej, że nie i że nawet nie chciałbym, by mi zrobiła loda! He, He. Zła odpowiedź?	PS3 SP	164	Jeg nærmer torsk, hun spør meg om jeg synes det er vakkert. Jeg svarte som jeg hadde ikke engang i munnen for å tørke meg i ræva! Hva ingen klasse ????
		Ca l'a vénère grave !! Elle se transforme en serpent démon !! J'arrive plus très bien à voir les zones des frappes, c'est à toi de te débrouiller la !	It makes her very angry! She turns into a snake demon! I can no longer judge her weak points, it is up to you to manage it!	CLIVE CK	123	¡Monta en cólera! ¡Se transforma en serpiente demonio! ¡No puedo ver sus puntos débiles, te toca arreglártelas!	robcfg miguelsky	111	L'ho fatta davvero incazzare! Si trasforma in un demone serpente! Non riesco più a vedere bene le zone degli attacchi. Tocca a te cavartela!	Mr. DVG	140	Τσατίζεται άσχημα!! Μεταμορφώνεται σε έναν δαίμονα με μορφή φιδιού!! Δεν μπορώ πλέον να δω τις περιοχές των χτυπημάτων, βασίζομαι πάνω σου!	msg/SK	139	Ich habe sie wütend gemacht. Sie wandelt sich in einen Schlangen-\ndämon! Ich kann ihre Schwachstellen nicht mehr ausmachen.\nJetzt liegt es wieder an Dir!	Yth	155	To ją wkurza na poważnie! Zmienia się w demona... węża! Nie daję rady rozpoznać jej słabych punktów! Twoja w tym głowa, by coś z tym zrobić! Popatrz!	PS2 SP	149	Det ble æret alvorlig !! Det blir til slange demon !! Jeg kan godt se tastetrykk områdene er opp til deg å klare deg selv til!
		BIEN. Qui dit serpent dit langue et la frapper direct dans la tête est une excellente idée. Ca la surprend et me laisse quelques secondes pour réfléchir.	GOOD. Snakes love their\n tongues - so hitting her directly in the head is a great idea.\n It surprises her and gives me\n a few seconds to think.	CLIVE CK	146	BIEN. Las serpientes adoran sus lenguas y golpearla directamente en la cabeza es una gran idea. La sorprende y me da unos segundos para pensar.	robcfg miguelsky	143	BENE! Chi dice serpente dice lingua e colpirla direttamente in testa è una grande idea. Con mia sorpresa, mi lascia qualche secondo per pensare.	Mr. DVG	144	ΩΡΑΙΑ. Πολύ καλή ιδέα να κοπανήσουμε το φίδι στο κεφάλι. Την ξαφνιάζει και μου δίνει μερικά δευτερόλεπτα να σκεφτώ.	msg/SK	115	GUT. Was macht eine Schlange aus? Ihre Zunge! Also ein kräftiger Schlag gegen ihren Kopf. Das überrascht sie und gibt mir wenige Sekunden zum Nachdenken.	Yth	153	DOBRZE. Czułym miejscem u węży jest ich języki. Szybkie bezpo--średnie uderzenie w głowę jest su--per pomysłem. To zaskakuje ją i daje mi kilka sekund do namysłu.	PS2 SP	162	GOD. Hvem sier sier slange språk og direkte skudd i hodet er en flott idé. Det overrasker og etterlater meg noen sekunder til å tenke.
		OUI. Bien vu, elle va tenter de me chopper avec sa main droite.\nFAIS LA SEQUENCE pour que je puisse y échapper.	YES. Well spotted. She'll try\n to catch me with her right hand.\n\nDO THE SEQUENCE\n so that I can escape.	CLIVE CK	107	SI. Bien visto, intentará atraparme con su mano derecha.\nHAZ LA SECUENCIA para que pueda escapar.	robcfg miguelsky	98	SI! Bene, ora lei cercherà di afferrarmi con la mano destra.\nESEGUI LA SEQUENZA in modo che io possa evitarla.	Mr. DVG	111	ΝΑΙ. Πολύ καλά το είδες, θα προσπαθήσει να με πιάσει με το δεξί της χέρι. ΚΑΝΕ ΤΗΝ ΑΚΟΛΟΥΘΙΑ, για να ξεφύγω.	msg/SK	108	JA. Gut gesehen. Sie versucht, mich mit ihrer rechten Hand zu fassen.\nSCHAFFE DIE SEQUENZ, damit ich entkommen kann.	Yth	117	DOBRZE! Dzięki, za pomoc! Ta bestia próbuje mnie chwycić swoją PRAWĄ, ohydną ręką!\nWYKONAJ SEKWENCJĘ abym mógł jej uciec.	PS2 SP	122	JA. Godt gjort, vil den prøve å helikopteret meg med sin høyre hånd. \ NFAIS rekkefølge slik at jeg kunne rømme.
		BRAVO. J'esquive sa main. Ca l'énerve !!! Tu savais que les démons bouffaient d'abord ton cul pour atteindre tes intestins qui sont ta conscience ?	BRAVO. I dodge her hand. It pisses her off! Did you know that the demons originally ate your ass to reach your intestines, which are your conscience?	CLIVE CK	149	BRAVO. Esquivo su mano. ¡Se cabrea! ¿Sabías que los demonios se comían tu culo primero para alcanzar tus intestinos que son tu conciencia?	robcfg miguelsky	138	BRAVO! Schivo la sua mano. Questo la irrita! Sai che tanto tempo fa i demoni divoravano i culi della gente raggiungendo i loro intestini? Prendine atto!	Mr. DVG	152	ΜΠΡΑΒΟ. Αποφεύγω το χέρι της και γίνεται πυρ και μανία! Το ξερες οτι οι δαίμονες πρώτα τρώνε τον κώλο σου για να φτάσουν στα έντερα, ό--που βρίσκεται η συνείδησή σου;	msg/SK	166	BRAVO. Ich weiche der Hand aus. Sie zischt erbost. Hast Du gewusst, dass Dämonen zuerst Deinen Arsch essen, weil sie im Darm das Bewusstsein vermuten?	Yth	150	BRAWO. Robię unik i omijam jej łapę! To ją irytuje! Wiedziałeś, że demony najpierw pożerają Twój za--dek, by dotrzeć do Twoich jelit, gdzie jest Twoja świadomość?	PS2 SP	162	BRA GJORT. Jeg Dodge hennes hånd. Det irriterer !!! Du visste demonene første svulmet ræva for å nå tarmen er din samvittighet?
		BIEN. Elle va sûrement me frapper avec sa queue.\nFAIS LA SEQUENCE\npour que je puisse y échapper.	OK. She’ll probably\n hit me with her tail.\n\nDO THE SEQUENCE\nso I can escape.	CLIVE CK	80	BIEN. Seguramente me golpeará con su cola.\nHAZ LA SECUENCIA\npara que pueda escapar.	robcfg miguelsky	85	BENE! Probabilmente mi colpirà con la sua coda.\nESEGUI LA SEQUENZA\nin modo che io possa scappare.	Mr. DVG	99	ΟΚ. Μάλλον θα προσπαθήσει να με χτυπήσει με την ουρά της . ΚΑΝΕ ΤΗΝ ΑΚΟΛΟΥΘΙΑ, για να γλιτώσω.	msg/SK	94	OK. Sie wird mich wahrscheinlich mit ihrem Schwanz schlagen.\nFOLGE DER SEQUENZ, damit ich entkommen kann.	Phoenix Yth	106	AJ! UWAŻAJ. Próbuje uderzyć mnie swoim OGONEM!! \nWYKONAJ SEKWENCJĘ\n abym mógł jej uciec. Szybko, aby nie było za późno!	PS2 SP2	121	GOD. Det vil sikkert slå meg med halen. \ NFAIS REKKEFØLGE \ nfor jeg kunne flykte.
		OUI. Je fais un petit saut et j'évite sa queue puissante.  D'habitude c'est moi qu'on qualifie de queue puissante...	YES. I make a small jump and\n I avoid her powerful tail.\n Usually it's me who's called\n powerful tail...	CLIVE CK	107	Sí. Doy un pequeño salto y esquivo su poderosa cola. Normalmente es a mi al que llaman cola poderosa...	robcfg miguelsky	103	SI`! Faccio un piccolo salto ed evito la sua coda potente. Di solito sono io quello che si qualifica come "coda potente"...	Mr. DVG	123	ΝΑΙ. Κάνω ένα μικρό άλμα και αποφεύγω την πανίσχυρη ουρά της. Αν και συνήθως αποκαλούν τη δική μου, μπροστινή ουρά ως πανίσχυρη,,,	msg/SK	130	JA. Mit einem kurzen Sprung weiche ich ihrem kräftigen Schwanz aus. Sonst geht es ja eigentlich immer um meinen kräftigen Schwanz...	Yth	132	DOSKONALE. Wykonuję podskok czym uniknam jej potężnego ogona i konsekwencji. Hm, zwykle to mnie nazywają potężnyn ogonem! Dobra, bez żartów! Czas ucieka!	PS2 SP	153	JA. Jeg gjør et lite hopp og jeg unngå sin kraftige halen. Vanligvis er det meg som kvalifiserer kraftig hale ...
		TRES BIEN. J'évite de justesse son attaque. On m'avait dit qu'elle pouvait mesurer jusqu'à 300m, comme quoi même les démons se vantent !!!!!	PHEW! I barely avoid her attack. I was told that they could measure up to 300m - I guess\n even demons boast!	CLIVE CK	109	MUY BIEN. Evito su ataque por los pelos. Dicen que pueden medir hasta 300 m. ¡Hasta los demonios alardean!	robcfg miguelsky	106	MOLTO BENE! Evito per un pelo il suo attacco. Mi è stato detto che poteva misurare anche 300m.  Wow! Anche i demoni hanno di che vantarsi!!!	Mr. DVG	140	ΠΟΛΥ ΚΑΛΑ. Με το ζόρι αποφεύγω την επίθεσή της. Μου χουν πει οτι μπορεί να φτάσει ως 300 μέτρα, σαν δαιμονικός βόας!!!	msg/SK	118	SEHR GUT. Ich bin dem Angriff knapp entkommen. Mir wurde erzählt, Schlangendämonen werden bis zu 300m lang. Vermutlich geben aber auch Dämonen nur an!	Yth	150	FJU!. Ledwo mi się udało uniknąć tego ataku. Mówiono mi, że jej ogon może mieć nawet do 300m! Ha nawet i demony lubią się przechwalać, he, he!!!	PS2 SP	144	VELDIG BRA. Jeg unngikk sitt angrep. Jeg ble fortalt at det kan være opp til 300 meter, som det selv demoner skryte !!!!!
		OUI. Bien vu, elle va tenter de me chopper avec sa main gauche.\nFAIS LA SEQUENCE pour que je puisse y échapper.	YES. Good call - she will try\n to catch me with her left hand.\n\nDO THE SEQUENCE\nso that I can escape.	CLIVE CK	105	SI. Bien hecho, intentará agarrarme con la mano izquierda.\nHAZ LA SECUENCIA\npara que pueda escapar.	robcfg miguelsky	101	SI! Bene, ora lei cercherà di afferrarmi con la mano sinistra.\nESEGUI LA SEQUENZA\nin modo che io possa evitarla.	Mr. DVG	114	ΝΑΙ. Καλά το είδες οτι θα προσπαθήσει να με πιάσει με το αριστερό χέρι. ΚΑΝΕ ΤΗΝ ΑΚΟΛΟΥΘΙΑ, για να γλιτώσω.	msg/SK	107	JA. Gut gesehen. Mit ihrer linken Hand will sie mich schnappen.\nSCHAFFE DIE SEQUENZ, damit ich ausweichen kann.	Yth	112	Masz WYCZUCIE! Tak, będzie próbowała mnie złapać LEWĄ ręką.\nWYKONAJ SEKWENCJĘ abym mógł uciec.	PS2 SP	95	JA. Godt gjort, vil den prøve å helikopteret meg med sin venstre hånd. \ NFAIS rekkefølge slik at jeg kunne rømme.
